street_name,lat,lon
Mcmahon Lane,41.170933,-73.38454
Stonehenge Place,41.609547,-73.14298
Cypress Circle,41.58512,-72.7611
Sunrise Hill Court,41.134148,-73.41817
Klarides Village Drive,41.397366,-73.083664
North Star Drive,41.406116,-73.0572
Cherry Valley Road,41.712814,-72.27674
Stone House Road,41.64329,-72.40933
8Th Street,41.67749,-72.75172
Quidnet Court,41.401764,-72.69307
Tanglewood Lane,41.37428,-73.00244
Winding Lane,41.730274,-72.625435
Branch Road,41.656948,-73.08949
Cambridge Cmns,41.598934,-72.696526
Ridgeview Circle,41.371696,-72.11051
Ben Clark Hill Road,41.49977,-72.51312
Platt Avenue Exn,41.54385,-72.80275
Unionville Avenue,41.689106,-72.87662
Sanford Station Road,41.29284,-73.45013
Bonita Avenue,41.253666,-73.215965
Deerfield Road,42.01031,-73.156784
Cedar Hill Road,41.241962,-73.03833
Wolcott Road,41.57783,-72.99802
Holmes Drive,41.826077,-72.66028
Trumbull Road,41.224976,-73.17916
Butts Road,41.93281,-71.95513
New Haven Avenue,41.686638,-72.889366
Greenway Place,41.53188,-72.82389
Lincoln Ter,41.819862,-72.719604
Fifth Street,41.32305,-73.08861
Constitution Hill,41.491756,-73.26206
Fairfield Road,41.406452,-73.09899
Ardmore Road,41.252308,-73.03014
Empire Drive,41.400036,-73.38475
Stone Ridge Lane,41.74064,-72.2454
Wilder Street,41.613056,-73.12439
Converse Place,41.336124,-72.10114
North Durkee Hill Lane,41.486122,-73.23515
Paul Place,41.076168,-73.54891
Gray Fox Lane,41.637196,-72.69563
Southwest Drive,41.095737,-73.54975
Smith Street,41.92559,-71.9108
Clarence B Sharp Highway,41.35837,-72.065926
Kennedy Road,41.733025,-73.110535
Woodstock Avenue,41.928596,-71.92444
Thornridge Drive,41.122112,-73.5262
Preston Mountain Road,41.736423,-73.50841
Silas Holmes Road,41.44751,-72.41755
Winhall Lane,41.79117,-72.71591
Ashley Falls Road,42.040535,-73.3262
Wyndham Park,41.69976,-72.17043
Talcott Gln,41.74046,-72.79638
Valley Street,41.530525,-72.0648
Berger Street,41.25998,-72.8484
Cliffwood Drive,41.855713,-72.50803
North Maple Street,42.00333,-72.54103
Thomas Court,41.619198,-72.7062
Jonathan Court,41.36017,-73.49216
Wicks End Lane,41.21603,-73.41257
Spring Hill Road,41.94733,-72.06524
Hopper Road,41.34467,-72.4658
North Shore Road,41.704205,-73.36525
June Street,41.606186,-73.007286
Pequot Court,41.38446,-71.85505
Roosevelt Avenue Exd,41.543503,-72.035866
Cedarhill Road,41.384632,-73.295815
Elliott Street,41.52881,-72.81007
State Highway 722,41.205444,-73.1907
L Hickey Drive,41.402637,-71.84651
Tern Road,41.377884,-72.063866
Grassy Plain Street,41.369637,-73.422615
Marshall Road,41.2728,-73.51565
Hillside Avenue,41.924683,-73.07458
Jackson Street,41.923855,-72.66192
Rabbit Hill Road,41.17139,-73.36264
Pearmain Road,41.32992,-73.153046
Seir Hill Road,41.147423,-73.42962
Bolduc Lane,41.557514,-72.04741
Laurel Place,41.329178,-73.10076
Linwood Drive,41.69407,-71.7975
Booth Street,41.19687,-73.14198
Rosick Road,41.461273,-72.85967
Bidwell Street,41.70213,-72.57909
Bliss Memorial Drive,41.745914,-72.88109
Daniels Farm Road,41.249325,-73.19711
Clubhouse Circle,41.0641,-73.480934
Sunset Avenue,41.34225,-71.841225
Sunset Lake Road,41.73053,-73.36812
Metacom Drive,41.8918,-72.77378
Lendler Lane,41.450176,-72.818794
Brook Street,41.319904,-73.0985
Hilltop Avenue,41.703346,-73.09031
Taos Drive,41.76857,-71.89237
Roaring Brook Road,41.482357,-72.93483
Stone Hedge Lane,41.792397,-72.43045
Styles Avenue,41.68361,-72.74606
Hill Road,41.93822,-71.84287
Milton Street,41.04259,-73.54871
Stoney Ridge Lane,41.029076,-73.58463
Ettadore Park,41.220013,-73.04046
Wadsworth Lane,41.6871,-72.19108
Green Hill Road,41.521534,-73.10394
Ziegler Road,41.737637,-72.10396
Comstock Trail,41.53167,-72.44752
Taft Avenue,41.81613,-72.70454
Duffield Drive,41.777065,-72.738045
Glastonbury Expy,41.7121,-72.59835
Predem Road,41.688663,-72.907234
Melillo Avenue,41.36679,-73.42228
Banbury Lane,41.773098,-72.74898
Maggie Lane,41.28298,-73.12802
Carroll Street,41.69382,-72.78805
Anthony Road South,41.86438,-72.31914
Hazen Road,41.482315,-72.51888
North Way,41.015285,-73.56954
Dale Avenue,41.557587,-72.96435
Hall Street,41.27269,-72.89312
State Highway 25,41.28775,-73.23676
Assmar Avenue,41.63054,-71.97277
Terry Avenue,41.718475,-72.203
Concord Drive,41.34662,-72.61519
Maple Crest Lane,41.38783,-72.92317
Mayfield Road,41.538437,-73.07282
Sunswyck Road,41.060425,-73.47147
Bridge Street Southeast,41.318325,-73.09207
Hagar Street,41.27983,-72.41046
Michaels Way,41.444115,-72.227745
Hampden Circle,41.91407,-72.816475
Lincoln Court,41.54231,-72.802246
Sharon Valley Road,41.878757,-73.49542
Cottage Street,41.358784,-72.07906
Winterberry Road,41.687733,-72.968544
Winton Road,41.89641,-72.610146
Queach Road,41.309044,-72.79338
Boulder Brook Road,41.23517,-73.441444
Industrial Drive,41.79461,-72.83747
I 95,41.073406,-73.48265
Parkview Road,41.470394,-72.8354
Spring Cove Road,41.257668,-72.819595
Potter School Road,41.939148,-72.22953
Northridge Road,41.788074,-72.94446
Chester Lane,41.451622,-72.79922
Niles Hill Road,41.319374,-72.10999
Husted Lane,41.054985,-73.62992
Kearney Road,41.844524,-71.94963
Sage Drive,41.80551,-72.49237
Sabina Road,41.28158,-73.23736
Mayflower Court,41.209682,-73.06586
Main Street,41.156254,-73.35971
Johnson Road,41.33505,-73.00004
Sunset Drive,41.506115,-73.46206
Kenmont Road,41.730347,-73.43033
Seneca Road,41.584778,-73.13653
Depot Road,41.761536,-72.27326
Charles Street,41.53277,-72.7962
Ashcraft Road,41.3578,-72.11103
East Flat Hill Road,41.47553,-73.264725
Foxbridge Village Road,41.307503,-72.82865
Bayberry Lane,41.10127,-73.659
Us Highway 6,41.39099,-73.53992
Dylan Drive,41.9766,-72.63412
Spruce Brook Road,41.48801,-73.27199
Deer Lane,41.423523,-71.98263
Green Road,41.607628,-73.38239
Inchcliffe Drive,41.417183,-72.083534
Chriswell Drive,41.89512,-72.81759
Normandy Road,41.27975,-73.263245
Shipyard Lane,41.22127,-73.053825
Chase River Road,41.58898,-73.05632
Queen Street,41.53328,-72.810524
Scotland Road,41.748367,-72.11665
Cricket Lane,42.004887,-72.44078
Valerie Court,41.360085,-72.96266
Red Oak Place,41.51632,-72.874275
Branchville Road,41.271553,-73.47021
Old County Road,41.435486,-72.46512
North Street,41.53563,-72.06565
Lapstrake Court,41.3494,-71.98672
Whitehead Highway,41.76251,-72.675644
State Highway 222,41.70913,-73.05908
Pickerel Lake Road,41.53807,-72.42399
Fieldstone Road,41.60471,-73.033035
Stemway Road,41.27069,-73.24103
Winter Village Road,41.99651,-72.78661
Palmer Lane,41.0701,-73.49029
Old Colchester Road,41.454075,-72.16605
Trout Brook Road,41.537502,-72.86196
Stannard Court,41.278896,-72.43344
Aspen Lane,41.149544,-73.53958
Orchid Road,41.544815,-72.76952
Leone Street,41.52791,-73.06042
Crosswind Court,41.4273,-73.37246
Ives Court,41.354435,-73.50013
Drumlin Road,41.670475,-72.589226
Forest Road,41.483074,-73.18491
Linden Street,41.69924,-72.67089
Travis Avenue,41.070168,-73.55469
Lake Forest Pswy,41.696217,-73.23376
Meigs Lane,41.351856,-72.38862
Brenner Road,41.169342,-73.389046
Westledge Drive,41.809414,-73.1487
Blake Street,41.791576,-73.12732
Horsebarn Lane,41.322598,-72.61781
Waterbury Lane,41.414585,-73.49459
Cloran Street,41.930706,-71.9033
Burt Drive,41.51987,-72.72046
Occhialini Court,41.660492,-72.74897
Charles Street,41.601006,-71.982445
Ashpohtag Road,42.01322,-73.20691
Sylvan Drive,41.5886,-72.70176
Honeycomb Lane,41.425106,-72.86321
Craigemore Circle,41.807648,-72.883286
Inverrary Court,41.83311,-73.09723
Cook Hill Xing,41.46368,-72.88631
Seminary Road,41.884,-72.80648
Muster Lane,41.434155,-71.97585
Westminster Cartway,41.89534,-72.79282
Eddon Drive,41.309174,-72.854164
Willard Avenue,42.02263,-72.584785
Humble Lane,41.222088,-73.33643
Woodgaite Drive,41.595585,-73.000984
Church Lane,41.142174,-73.35992
Elm Street,41.828167,-72.51566
Riverview Circle,41.686367,-72.4583
Riverbend Drive,41.38191,-71.95797
Rockwell Avenue,41.679077,-72.85274
Old Pequot Trail,41.376305,-71.90319
Forshaw Avenue,41.668564,-72.83566
Pine Tree Ridge Road,42.034515,-73.37273
Boot Shop Lane,41.313526,-73.20948
Salemme Lane,41.250767,-72.99882
Windsor Road,41.233143,-73.00059
Grasso Avenue,41.366932,-72.86339
Marsh Street,41.711357,-72.64884
Fox Hollow Drive,41.916218,-72.663
Parting Brook Road,41.183994,-73.47424
School Road,41.492455,-72.44537
Prospect Street,41.990685,-71.97772
Hopeville Drive,41.53234,-73.02886
Satkowski Drive,41.99424,-72.27671
Essex Avenue,41.58152,-73.0553
Palmer Court,41.3229,-71.98817
Stone Ridge Road,41.217262,-73.19721
Humphrey Street,41.314827,-72.91204
Judson Lane,41.872215,-72.36529
Alewife Road,41.316193,-72.10412
Frogtown Road,41.136963,-73.51324
East Street,41.32674,-72.17137
Grey Rock Road,41.225445,-73.19859
Lake Street,41.81553,-72.474236
Milici Drive,41.80947,-73.08504
Arrowhead Drive,41.48394,-72.04667
Club Drive,41.22599,-73.251625
Old Post Road,41.14378,-73.24954
Alpine Meadow Lane,41.808514,-72.81062
Macintosh Road,41.43441,-73.14031
Dartmouth Road,41.5641,-73.42027
Vine Street,41.54108,-72.81759
Mayview Avenue,41.54515,-72.95616
Mulvoy Street,41.093906,-73.42288
Mckinley Street,41.769108,-72.54602
Runnel Circle,41.84974,-72.66984
Center Street,41.737427,-72.37196
Eleanor Drive,41.831955,-72.487724
John Street,41.279224,-72.81675
Hughes Road,41.853844,-71.84969
Canterbury Lane,41.397717,-71.85198
Century Avenue,41.445118,-73.06093
Riverside Drive,41.354465,-72.18666
Century Drive,41.285946,-73.23431
Jamestown Court,41.68276,-72.53674
West Lane,41.6382,-73.21541
State Highway 852,41.442837,-73.062965
Puddletown Road,41.864605,-72.95532
Stone Bridge Trail,41.39878,-73.1933
Buckingham Street,41.70987,-72.71667
Surrey Drive,41.496502,-72.88976
Baldwin Farms South,41.081272,-73.65642
Preston Plains Road,41.50917,-71.98237
Palmieri Road,41.139668,-73.3002
Woodside Circle,41.191334,-73.22527
Valley View Court,41.397488,-72.91196
Rockledge Court,41.62762,-72.7868
Losee Drive,41.691486,-73.105255
Grand Street,41.24487,-72.973236
Hillcrest Road,41.688374,-72.60235
Pheasant Drive,41.669193,-72.66035
Birchwood Circle,41.27268,-72.53565
Puritan Valley Road,41.50905,-73.39964
Nicholas Court,41.427067,-72.93563
Plainville Avenue,41.726303,-72.88552
Beardsley Street,41.175808,-73.16963
Scoville Road,41.888184,-73.3179
Feeley Street,41.182076,-73.14831
Dropo Drive,41.709015,-71.89122
Hendrie Court,41.03058,-73.55461
Jacqueline Way,41.281506,-72.79851
State Highway 621,41.350815,-72.40407
Progress Avenue,41.760746,-72.88553
Eagle Rock Hill,41.381466,-73.408264
Coon Hollow Road,41.333324,-73.09708
Canton Street,41.778305,-72.67454
Lucille Street,41.529785,-73.05557
Bailey Hill Village,41.805096,-71.81867
Donald Road,41.357445,-72.40612
Overbrook Road,41.137947,-73.39581
Pendleton Street,41.31847,-72.95324
Canal Street,41.31738,-72.927734
Camp Dutton Road,41.73232,-73.17834
Adley Road,41.201603,-73.25038
Oakwood Lane,41.438828,-72.93563
Old Tophet Road,41.567844,-73.28041
Juniper Lane,41.14807,-73.28336
Twin Maple Drive,41.37545,-73.36802
Woodlake Road,41.514694,-73.23064
Trivet Lane,41.69868,-72.695816
Apple Street,41.477734,-72.83599
View Street,41.24957,-72.97483
Fairfield Ter,41.131657,-73.41879
Beachwood Road,41.267536,-72.374535
Sunset Rdg,41.32728,-72.87382
Portland Reservoir Road,41.631516,-72.52536
Viking Green,41.179443,-73.37578
Inner Loop,41.490223,-72.074066
Booth Street,41.81438,-72.65089
Beach Road,41.8836,-73.03124
Gem Street,41.223198,-73.15999
Mallard Lane,41.369217,-72.186676
Cornfield Road,41.246365,-73.16343
Jobs Gate 2,41.567635,-72.59056
Top View Drive,42.0209,-71.945244
Diving Street,41.330578,-71.905594
Young Place,41.40334,-73.44717
Canborne Way,41.982777,-72.66315
Burma Road,41.345375,-72.98898
Babcock Hill Road Exd,41.733273,-72.26772
Old Brookfield Road,41.421196,-73.422195
Tulip Drive,41.723976,-73.23531
Wilmot Lane,41.032116,-73.58701
North Elm Street,42.030598,-73.32361
Carriage Drive,41.541603,-73.06512
Paul Ter,41.5625,-72.86668
Cabot Street,41.68092,-72.78534
Benedict Road,41.40568,-73.39466
Russell Road,41.598087,-72.667816
William Street,41.19283,-73.18563
Pepperbush Lane,41.174248,-73.2465
Irene Avenue,41.563133,-72.99699
Turnstone Road,41.333588,-72.38481
Ann Street,41.915462,-73.0815
Hansen Drive,41.8178,-72.45921
Grove Street,41.559803,-73.04093
Cove Hill Road,41.33092,-71.97074
Nash Street,41.674774,-72.798004
Parkside Drive,41.663235,-72.87719
Lake Lillinonah Road South,41.529915,-73.4007
Cardinal Lane,41.575996,-73.43344
Hawthorne Road,41.59465,-72.4933
Lafayette Street,41.168495,-73.18878
Lamplighter Lane,41.203213,-73.25754
Mcd Boundary,41.309036,-72.745636
Wahnee Road,41.886356,-73.14333
State Highway 302,41.3823,-73.36171
Cushman Street,41.575256,-73.01663
Oak Street,41.02352,-73.641266
Harrison Road,41.3225,-72.766
9Th District Road,41.968136,-72.47224
Woodlawn Avenue,41.262047,-72.7905
South Bridebrook Road,41.30044,-72.23039
Whitewood Road,41.37456,-72.56173
Sachem Road,41.273373,-72.47913
Copper Beach Court,41.628643,-72.787056
Us Highway 202,41.52845,-73.423325
Bacon Street,41.548176,-72.80963
Green Hill Lane,41.267635,-72.9856
Boston Post Road,41.068756,-73.48141
Ward Street,41.126297,-73.412384
Noble Avenue,41.32184,-71.996826
Oakview Drive,41.230934,-73.2025
William Street,41.853138,-72.66095
Morningside Place,41.080933,-73.409874
Tarpon Avenue,41.2751,-72.464165
Redfield Road,41.14305,-73.26571
Revere Street,41.563934,-73.06196
Linbrook Road,41.77353,-72.74118
Bonvicini Drive,41.82413,-73.09191
Panthorn Trail,41.631466,-72.92487
Scoville Road,41.776867,-72.854614
Monteith Street,41.300644,-72.97311
Fawn Run,41.628433,-72.7053
Treadwell Court,41.230236,-73.35716
Rubber Avenue,41.48716,-73.05513
Russell Street,41.482906,-73.06017
Woodside Ter,41.20524,-73.08193
Tinker Lane,41.366295,-72.35971
Spring Street,41.702774,-72.65669
Hine Hill Road,41.550144,-73.39962
Allyssa Drive,41.557632,-72.88011
Main Street,41.909916,-72.762146
Wilmot Road,41.34994,-72.94685
Elm Street Exd,41.368782,-72.86196
Club House Drive,41.093685,-73.558945
Sequassem Road,41.778996,-72.91706
Story Drive,41.724964,-72.753296
South Road,41.338684,-72.1873
Magnolia Lane,41.658867,-73.01323
Old Cider Mill Road,41.6321,-72.84999
Fawnfield Road,41.10525,-73.58426
Country Road,41.172356,-73.24194
Stevens Street,41.46575,-72.79681
Heron Road,41.738983,-72.58625
Schwartz Road,41.56866,-72.1719
Webster Road,41.938213,-72.41754
Punkup Road,41.394653,-73.15285
Mallard Drive,41.600418,-72.77423
Birch Road,41.452145,-73.49374
Davenport Farm Lane South,41.126602,-73.5303
Zachary Drive,41.796635,-72.9163
Tunxis Road,41.5966,-72.976395
Bashan Lake Road,41.499626,-72.41588
Fisk Drive,41.70536,-72.73085
Westbrook Indust Park Road,41.290062,-72.45099
Lasalle Court,41.676746,-72.78324
Doctor Manning Drive,41.64388,-72.22858
Hultenius Street,41.664944,-72.86782
North Turnpike Road,41.472706,-72.831184
Sherwood Circle,41.793232,-72.519356
Kelsey Street,41.1795,-73.158554
Pine Grove Avenue,42.012947,-72.56873
Pent Road,41.23469,-73.39501
Twin Circle Road,41.252533,-72.98766
Berkshire Xing,41.78656,-72.92015
Nells Road,41.19213,-73.09882
Rhea Street,41.254326,-72.89808
Patton Court,41.36669,-72.07609
Avalon Apt,41.419426,-73.41294
Prospect Place,41.810345,-73.12199
Island View Drive,41.556988,-73.4845
Peck Street,41.31682,-72.89229
Town Line Road,41.650745,-72.872665
Drake Lane,41.814156,-72.8873
Scarborough Road,41.711246,-72.180405
Indian Hill Road,41.302784,-72.9932
Peter Court,41.143417,-73.242424
Cloverlea Place,41.180378,-73.13167
East Woodland Street,41.555023,-72.79444
Cherry Street,41.279396,-72.82152
Dwight Street,41.58259,-73.04382
Brookside Drive,41.96446,-71.8628
Victoria Drive,41.287495,-72.787254
Twixt Hill Road,41.330036,-73.50877
Oliver Road,41.782177,-72.53786
Forest Hills Drive,41.285404,-72.57238
Maxwell Noble Drive,41.567257,-72.87661
Homonick Road,41.535065,-72.29572
North Benson Road,41.17749,-73.2605
Alexandria Court,41.201717,-73.27673
Bellevue Street,41.716213,-72.20952
Clifton Street,41.369274,-72.127075
Abric Drive,41.227837,-73.23385
Lobdell Lane,41.265804,-73.28384
Grant Road,41.45842,-72.98903
Tom Wheeler Road,41.514896,-71.82303
Fairmont Avenue,41.297123,-72.89342
Street Bernard School Drive,41.467907,-72.10073
Deepwood Road,41.898666,-72.821434
Morse Street,41.9204,-71.8976
Bridgewater Avenue,41.190514,-73.08607
Lynes Place,41.112244,-73.41765
Water Street,41.322857,-73.08691
Grandview Road,41.20004,-73.24716
Byron Drive,41.773655,-72.881454
Park Street,41.311195,-72.09807
Braemar Drive,41.52954,-72.88854
Stonington Street,41.7545,-72.67013
Abbott Road,41.870964,-72.49836
Adelaide Street,41.741722,-72.67814
Laurel Rdg,41.598328,-73.07874
Orrin Avenue,41.663776,-72.849304
Fox Hill Road,41.142864,-73.576904
Scottron Road,41.758343,-72.25771
Merry Lane,41.4428,-72.064995
Fairview Avenue,41.15515,-73.24774
Hemlock Hill Road,41.322235,-72.543015
Middlebrook Farm Road,41.207924,-73.44685
Cavendish Place,41.784355,-72.91174
Maple Avenue,41.62796,-72.34415
West Town Street,41.222084,-73.06658
Us Highway 44,41.77667,-72.51718
Reynolds Street,41.52919,-72.07114
South Durkee Hill,41.482956,-73.2337
Bartholomew Avenue,41.754673,-72.70366
Cutler Hill Road,41.9277,-72.006485
Chipping Lane,41.116764,-73.440674
Cricket Court,41.38547,-72.85704
Kent Lane,41.644352,-72.689476
Crown Hill Road,41.396687,-73.21416
Joshua Lane,41.819992,-72.36499
Irion Street,41.56056,-73.025734
State Highway 218,41.81797,-72.67385
Pleasant Street,41.310696,-73.09465
Riverview Ter,41.881596,-72.63108
Heming Way,41.153267,-73.59027
Chapman Road,41.629005,-72.509575
Senkow Drive,41.36594,-72.07459
Park Place Circle,41.733994,-72.73345
Mohawk Drive,41.785885,-72.63364
Dobson Road,41.827255,-72.489174
Quarry Road,41.796158,-72.44132
Memory Lane,41.058975,-73.66898
Marchant Drive,41.21736,-73.11838
Anderson Road,41.516857,-72.67857
Grey Rock Drive,41.033752,-73.663124
Highview Drive,41.345226,-73.01455
Emma Road,41.094013,-73.54865
Cross Country Trail,41.136757,-73.56682
Lewis Street,41.533962,-72.6447
Darby Road,41.82001,-71.93169
French Street,41.598,-73.09983
Hillside Ter,41.407513,-73.09081
Starr Hill Road,41.36968,-72.0822
River Knoll,41.147243,-73.367935
Seabreeze Avenue,41.22497,-73.00489
Westwood Road,41.709335,-72.96262
Edison Road,41.239384,-73.212036
Dellwood Drive,41.215572,-73.01393
Old Rte 89,41.780163,-72.18383
Harrison Street,41.661488,-72.800316
Coral Drive,41.2813,-73.18446
Laurel Glen Drive,41.582493,-72.50874
Fennbrook Drive,41.362415,-72.89726
Portage Road,41.805313,-72.72554
Culver Road,41.583553,-71.90381
Country Ridge Road,41.42617,-73.42547
Valley View Drive,41.842518,-72.74867
Sunny Acres,41.476807,-72.83
Plymouth Road,41.68526,-73.05589
Pachaug Trail,41.381565,-73.18145
Ash Brook Drive,41.791203,-72.395454
Mansfield Street,41.78599,-72.68731
Edgewood Drive,41.027187,-73.63796
Laurel Court,41.176216,-73.202446
North Taylor Avenue,41.11161,-73.4363
Mystic Avenue,41.701176,-72.19437
Woods End Lane,41.24815,-73.36564
Mallard Pt,41.59687,-71.92814
Chapel Street,41.818893,-72.70177
Stones Throw Road,41.26562,-73.27452
Whisper Wind Road,41.5229,-72.68294
Old Road,41.702194,-72.037834
Carriage Court Drive,41.7448,-72.63493
Stoddard Place,41.413277,-73.08296
Rosewood Drive,41.702816,-72.90391
Whispering Woods,41.857162,-72.408905
Oak Hill Drive,41.335213,-72.84687
Thomas Griffin Road,41.36066,-72.09578
Shafer Road,41.801285,-73.03019
School House Road,41.575253,-73.12434
Harrison Avenue,41.281765,-72.81376
Deer Hill Road,41.298542,-73.38385
Cromwell Hills Drive,41.605335,-72.683044
Forest Street,41.764668,-72.70036
Krause Road,41.689587,-72.25159
Kiefer Road,41.55659,-72.864815
Chandler Street,41.77707,-72.594864
Ridge Road,41.648224,-72.64637
Tufts Drive,41.804104,-72.48422
Sunfield Lane,41.14335,-73.26451
Pahquioque Avenue,41.395924,-73.44636
Briar Lane,41.854996,-72.73566
Dunham Lane,41.713814,-72.82312
Maplehurst Avenue,41.68044,-72.80674
Crocus Lane,41.2827,-73.239334
Salt Box Road,41.691017,-72.43537
Ledoyt Road,41.8106,-72.26203
Virginia Avenue,41.55327,-73.00759
State Highway 53,41.391613,-73.449135
Brookmoor,41.89544,-72.38028
Franklin Street,41.39953,-73.46347
Gessner Place,41.35054,-72.91528
East Lake Street,41.919426,-73.07911
Christiana Drive,41.663628,-72.66609
Rachel Court,41.694923,-72.95713
Hume Drive,41.38932,-72.92832
Wilbur Cross Parkway,41.247997,-73.08318
Wood Pond Road,41.856094,-72.54537
Signal Ridge Road,41.636925,-72.6017
Glenwood Street,41.76909,-72.50801
Adelaide Street,41.172688,-73.233116
Chestnut Street,41.369526,-73.40613
Shepards Knoll Drive,41.378647,-72.91669
Lincoln Road,41.406933,-73.31153
Poulin Vw,42.020714,-71.956085
Pilgrim Drive,41.874744,-72.63903
Sears Lane,41.589424,-72.50765
Canterbury Road,41.59198,-73.41491
Tolland Drive,41.955196,-72.57775
North Edgewood Road,41.33709,-72.192024
Winkler Road,41.925514,-72.58292
Red Oak Drive,41.6479,-72.877975
Long Hill Road,41.36076,-72.06472
Curtiss Street,41.497913,-73.05005
Bentwood Road,41.741264,-72.74033
Rustic Drive,41.330124,-73.48697
Russell Street,41.54237,-72.64226
Boston Tpke,41.78713,-72.453926
Leeber Road,41.163895,-73.25803
Dominican Road,41.275124,-72.860176
East Maiden Lane,41.337208,-73.22186
Montgomery Street,41.15466,-73.23181
Brandon Lane,41.35333,-71.94576
East Avenue,41.046295,-73.51873
Savage Street,41.566074,-72.864555
Chapin Lane,41.12614,-73.53399
Vine Street,41.20647,-73.134766
Hazelwood Road,41.92926,-72.71251
Mott Court,41.309612,-72.09573
South Kerema Avenue,41.196667,-73.10493
Tallwood Road,41.332005,-73.0227
Marc Drive,41.453106,-72.84627
Berrian Place,40.999805,-73.65816
High Street,41.673866,-72.937454
Toll Gate Road,41.716537,-72.6927
Monmouth Avenue,41.583782,-73.05638
Martin Ter,41.209377,-73.148254
Third Street,41.40903,-73.44079
Bone Mill Road,41.429443,-72.41436
East Wharf Road,41.32792,-72.17147
Park Avenue,42.000366,-72.59086
Pine Street,41.306427,-73.13022
Donna Lane,41.843483,-72.6697
Mansion Road,41.4783,-72.903336
Tonetta Circle,41.090252,-73.39909
Lincoln Avenue,41.279095,-72.84443
Southport Ter,41.14995,-73.27819
Elizabeth Lane,41.83226,-72.47031
Sagamore Drive,41.905586,-72.83682
Carlen Drive,41.396923,-72.80311
Warren Street,41.208748,-73.03141
Smith Street,41.343277,-72.09587
Huntington Lane,41.552544,-72.08926
Eisenhower Drive,41.243874,-73.05691
Cayuga Lane,41.24787,-73.112724
Nalette Drive,41.919456,-73.04792
Rocky Road East,41.72048,-73.03415
Hemlock Lane,42.038326,-73.42004
Field Road,41.41432,-73.47491
North Meadow Lane,41.681305,-72.632286
Jacob Lane,41.281937,-72.84934
Rincard Ter,41.042732,-73.6787
Ranch Road,41.208565,-73.04075
Tower Road,41.594234,-73.09823
Acorn Drive,41.940685,-72.65121
Park Road,41.332703,-72.901306
Campbell Mill Road,41.598328,-71.83334
Heritage Hill Road,41.277718,-73.0283
Shuba Lane,41.768124,-72.15594
Hillside Place,41.670868,-72.952385
Knight Street,41.120094,-73.41075
Knollwood Drive,41.52795,-72.756004
Sheridan Court,41.66245,-72.86071
Beta Avenue,41.33841,-72.72557
Rosemarie Lane,41.549812,-72.158905
Ann Mar Lane,41.90745,-72.84196
Rock Brook Road,41.746918,-73.04463
Timber Lane,41.844387,-72.29156
Ormsby Lane,41.513313,-73.4295
Linwold Drive,41.7708,-72.74229
Lillian Road,41.65706,-72.92483
Linden Place,41.761555,-72.67578
Jackson Avenue,41.191147,-73.20849
East Johnson,41.54548,-72.8485
Podunk Road,41.324463,-72.65656
Wild Turkey Court,41.296074,-73.52312
East Lyon Farm Drive,41.03056,-73.65306
Day Point Road,41.58846,-72.49623
Beech Tree Lane,41.341015,-73.28484
Edice Road,41.08041,-73.544
Mcveigh Road,41.58522,-73.15132
Payton Ter,41.6453,-72.97547
Rockwood Drive,41.356407,-72.133545
Hermit Thrush Lane,41.570995,-72.929756
Russ Sim Hts,41.370834,-72.0742
Fern Street,41.087948,-73.434654
Fairway Circle,41.83166,-72.66769
Nucci Lane,41.393326,-72.43844
Coventry Road,41.804867,-72.24578
Russet Lane,41.82028,-72.28868
Whitecap Road,41.298294,-72.20775
Secret Lake Road,41.81563,-72.878914
Stantack Road,41.564377,-72.749146
Reservoir Road,41.746902,-73.02396
Morris Hubbard Road,41.475548,-72.553825
Weatherly Road,41.900154,-72.81041
Cedar Hills Road,41.543575,-72.767136
Carriage Drive,41.66978,-72.38239
Golway Street,41.79677,-72.52676
Harris Street,41.340454,-72.92694
Squire Court,41.238556,-73.00716
Meadow Street,41.762173,-72.656555
Stones Throw Court,41.64365,-72.64319
Franklin Avenue,41.19679,-73.14881
Chapel Street,41.016926,-73.651344
Forest Ridge Road,41.5685,-73.081085
Elm Street,41.336113,-71.90459
Charnley Road,41.967327,-72.51282
Selah Street,41.55663,-73.00195
Glendale Place,41.26073,-72.84659
Captains Watch,41.307957,-73.14059
Jerry Browne Road,41.377808,-71.95288
Village Court,41.50605,-72.10477
Windham Road,41.671665,-72.48443
Indigo Street,41.377518,-71.98433
Boris Court,41.50989,-72.75045
Middlebrook Lane,41.269497,-73.45668
Tuller Circle,41.9164,-72.78564
Rindge Road,41.971283,-72.105865
Gaylord Road,41.79281,-72.47007
Evergreen Circle,41.548313,-72.63572
Wooster Court,41.6766,-72.88989
Mexcur Road,41.846603,-72.7449
Hickory Way,41.098953,-73.52329
Frontier Road,41.076157,-73.59751
Wellington Drive,41.610176,-73.39157
Wales Road,41.580925,-72.080414
Paul Ney Road,41.49886,-72.90483
Longworth Avenue,41.562447,-72.65317
Huntington Lane,41.552475,-72.08926
Griffin Road South,41.872826,-72.73418
Wilson Pond Road,41.7445,-73.03666
East Pearl Street,41.30641,-72.89209
Kalmia Drive,41.434055,-72.0494
Long Hill Road,41.562828,-73.01733
Day Hill Road,41.87617,-72.70419
Haviland Trail Road Exd,41.51746,-73.4315
Mill Road,41.219486,-73.25798
