street_name,lat,lon
Wheeler Drive,41.37903,-71.84959
Sunnyridge Drive,41.691807,-72.913185
Westside Drive,41.958004,-71.88038
Nelson Place,41.513245,-72.08166
Robin Lane,41.62138,-72.64463
Long View Road,41.760853,-72.7709
Roberta Lane,41.061752,-73.62062
Pierson Drive,41.25206,-72.9799
Lockwood Street,41.54344,-72.81427
Dow Chemical Road,41.44286,-72.08101
Turtlebrook Lane,41.65358,-72.98347
Coughlin Road,41.563248,-72.54904
Morgan Drive,41.458633,-72.77488
Cobbs Mill Road,41.200905,-73.39275
Butternut Road,41.275204,-72.49918
Indian Point Road,41.19667,-73.25567
Glendale Ter,41.295193,-73.074615
Colony Road,41.225544,-73.34793
Belinda Lane,41.9564,-72.57148
North Street,41.05911,-73.54001
Alberta Jagoe Court,41.210644,-73.077835
Augusta Drive,41.27062,-73.07939
Lemein Street,41.52186,-72.21696
Winter Street,41.77897,-72.68208
Jennifer Drive,41.683567,-72.91694
Brockett Road,41.505386,-72.84328
Copley Road,41.459717,-72.59408
Knibloe Hill Road,41.79866,-73.494
Cambridge Court,41.246002,-72.86367
Roy Mountain Road,41.482048,-72.957504
Sylvan Lane,41.1324,-73.36877
Apponyi Street,41.171207,-73.23725
Walnut Grove Road,41.5586,-72.67114
Budney Hill,41.354485,-72.44506
Scenic Road,41.624546,-72.28041
Shepard Road,41.994774,-73.19556
Clapboard Ridge Road,41.07074,-73.62296
Peach Tree Lane,41.62504,-72.76625
Dale Street,41.76161,-72.745445
Meadowbrook Lane,41.82056,-73.103424
Mill Street,41.5069,-73.06351
Pine Knob Road,41.997208,-72.44697
Williams Drive,41.342953,-72.73406
Whitney Avenue,41.36778,-72.907524
Silo Road,41.403214,-73.22459
Mohawk Road,41.64479,-72.95978
U Car Street,41.94885,-72.626755
Street Nicholas Road,41.089336,-73.47822
Wayland Street,41.738247,-72.673454
Mansfield Avenue,41.09589,-73.4785
Sterling Drive,41.7087,-72.75063
Us Highway 6,41.73085,-72.21403
Mosey Drive,41.809788,-72.71234
Barnum Avenue,41.19591,-73.139694
Sargent Drive,41.43663,-72.98974
Arch Street,41.298874,-72.93869
River Road,41.46477,-72.477295
Hoffman Street,41.79927,-73.131355
Oak Tree Avenue,41.542168,-72.99952
Oakland Avenue Exd,41.412174,-73.452225
Northwood Drive,41.268013,-73.29112
5Th Avenue,41.183163,-73.09419
Westmont Road,41.789684,-72.8953
Midwood Drive,41.037003,-73.64659
Cannon Road,41.22069,-73.41827
Matteson Avenue,41.677814,-72.644485
Lamb Road,42.02173,-72.28724
Bull Hill Road,41.55343,-72.449005
Division Street,41.331417,-73.08068
Deerfield Lane,41.44105,-72.99868
Noahs Lane,41.144917,-73.40503
Hickory Lane,41.615414,-73.130745
Silbro Drive,41.804134,-73.10243
Beacon Hill Drive,41.769947,-72.25417
Wolcott Drive,41.97781,-72.81354
Rand Whitney Container Of Newtown Llc,41.42054,-73.30134
Ashville Street,41.286343,-72.97238
Longshore Avenue,41.08038,-73.41351
Marva Lane,41.118298,-73.545074
Street Ronan Ter,41.322086,-72.92048
Bayview Ter,41.485138,-73.462395
Nearwater Lane,41.05134,-73.584045
Duncaster Lane,41.846817,-72.77412
South Road,41.58616,-72.42802
Princeton Street,41.813076,-73.10888
Blackthorn Drive,41.452118,-73.4996
Letters Street,41.918346,-71.90133
Strawberry Fields Road,41.96129,-72.81523
David Drive,41.824787,-72.84858
Buckridge Road,41.71417,-73.00756
Glenview Drive,41.6335,-72.797
Hemlock Trail,41.453125,-73.46789
Todd Hollow Road,41.627094,-73.00438
Mayflower Lane,41.222923,-73.327545
Old Rte 87,41.59039,-72.16084
Knollwood Drive,41.716896,-72.52037
Barry Drive,41.42003,-72.08025
Boyd Street,41.924942,-73.08348
Unicorn Passway,41.77849,-73.0821
Ruth Parsons Drive,41.547558,-73.07293
Knox Road,41.305412,-72.579605
Pr Drive,41.153446,-73.22076
Laurel Street,41.153477,-73.11833
December Drive,41.61513,-71.96938
Moodus River,41.51195,-72.42967
North Main Street,41.10055,-73.41926
Kimberley Way,41.620182,-72.45246
Walt Drive,41.51284,-72.78707
Campbell Drive,41.64644,-71.990425
Settlers Way,41.876358,-72.50335
Bluefield Court,41.464977,-72.882805
Brenair Ter,41.22552,-73.12669
Tuscany Hills Drive,41.586735,-72.69999
Twilight Drive,41.986664,-72.81286
Inland Road,41.624306,-72.0401
Mountain Side,41.859783,-72.40643
Thistledown,41.999695,-72.65632
Fieldstone Drive,41.77975,-72.24045
New Britain Avenue,41.731815,-72.86719
Academy Drive,41.987606,-72.65448
Fairfield Road,41.05197,-73.61703
Montoya Drive,41.280373,-72.828125
Sky Ridge Lane,41.98991,-72.419464
North Mountain Road,41.485878,-73.42421
Bliss Memorial Drive,41.74521,-72.87917
Bradway Pond Road,41.95264,-72.3495
Kenwood Drive,41.435062,-73.22643
Jakes Road,41.854744,-73.1841
No Meadows,41.514072,-73.22851
Blackstone Avenue,41.268295,-72.777504
Ward Lane,41.711727,-71.88104
Highwood Road,41.18494,-73.09413
Clarion Place,41.269207,-73.19102
Crest Road,41.767685,-72.19492
Brush Hill Road,41.803295,-73.21745
King Street,41.063816,-73.51041
Sequonia Trail,41.599686,-72.49045
Fairmont Street,41.539257,-72.806145
Warren Street,41.551857,-72.66018
Tanner Court,41.335533,-71.90415
Stevens Boulevard,41.662,-73.08257
Devonshire Way,41.597527,-72.81457
Wallace Street,41.450905,-72.81793
Diamond Avenue,41.663723,-72.85999
Fallon Drive,41.183598,-73.130905
Perrett Drive,41.683693,-73.10499
Rosebud Lane,41.26984,-73.0385
Katydid Lane,41.22138,-73.008766
Bonsilene Street,41.230686,-72.990135
Twin Oaks Ter,41.239113,-73.13536
Rundel Road,41.626568,-71.967705
Lawncrest Drive,41.420586,-72.83317
Livingston Place,41.022266,-73.63752
Bishop Crossing Road,41.641884,-71.93754
Putnam Street,41.54763,-72.78536
Crooked Hill Road,41.41637,-72.65943
Cove Side Lane,41.349327,-71.90936
Marie Lane,41.48079,-72.75232
Trout Brook Circle,41.65475,-72.708755
Woodside Road,41.315243,-72.71182
Stakey Farm Road,41.613625,-72.84397
Central Avenue,41.31817,-72.96248
Simone Drive,41.91394,-72.52693
Meeting House Lane,41.354034,-73.01332
Sleepy Hollow Road,41.34057,-72.20285
Hickory Road,41.3302,-72.68669
Shady Lane,41.87466,-72.83401
Taulman Road,41.26968,-73.01285
Amato Circle,41.671783,-72.69137
Blumenthal Drive,41.836422,-71.87261
Fuller Road,41.647415,-72.46479
Thayer Road,41.544224,-72.64401
Roger Avenue,41.39335,-73.46605
Monte Cristo Lane,41.792072,-72.55644
Morey Road,41.804024,-73.418015
Fairfield Road,41.052135,-73.61689
Golden Hill,41.257282,-73.152275
Windermere Lane,41.088985,-73.58242
Massachusetts Avenue,41.283096,-72.8868
Mayfair Lane,41.11677,-73.35409
Loper Road,41.81872,-73.42441
Falls River Circle,41.348885,-72.43222
Pvt Driveway,41.947037,-71.95732
Barnsbee Lane,41.7972,-72.35743
Priscilla Circle,41.212543,-73.17174
Eastbury Hill Drive,41.581562,-72.69988
Sarah Lane,41.653526,-72.48092
Chapokele Lane,41.25584,-73.11032
Reed Lane,41.312283,-73.183395
Cambridge Drive,41.88742,-72.6317
Smith Street,41.39633,-73.057884
Whitman Street,41.66197,-72.759766
Hammond Lane,41.53646,-73.354095
Percival Drive,41.531414,-72.93254
Reading Road,41.263733,-73.2461
State Highway 133,41.545673,-73.36862
Sea Meadow Lane,41.30419,-72.126785
Juda Lane,41.476837,-72.41415
Ralph Street,41.723934,-71.86489
Lines Place,41.18481,-73.14077
Unnamed Private Drive,41.539776,-72.90344
Penny Lane,41.474663,-72.786255
Town Street,41.455177,-72.42936
Bunnell Street,41.66296,-72.81848
Park Ridge Road,41.237217,-72.98541
Twin Oaks,41.609013,-73.454636
Birchwood Lane,41.407425,-73.49448
Pheasant Run,41.78989,-72.81391
Tuck Road,41.756508,-72.51065
Cold Spring Road,41.067398,-73.55579
Grove Street,41.68139,-72.93731
Windsorville Road,41.90019,-72.54189
Linnell Street,41.71418,-71.88238
I 384,41.76701,-72.51034
Preston Drive,41.546177,-72.75386
Knollwood Drive,41.665997,-72.42993
Ann Street,41.476208,-73.05685
Woodhaven Road,41.70374,-72.924194
Fraser Place,41.291527,-73.13189
Pond Lane,41.277397,-73.23685
Little Colony Road,41.275913,-72.55428
Maple Road,41.5022,-72.41183
Allen Street,41.325348,-72.172226
Coventry Court,41.47935,-72.78148
Rifle Range Road,42.02041,-72.05463
Dennis Lane,41.953743,-72.29708
Goose Green Road,41.912373,-72.979515
Industrial Circle,41.34084,-72.93029
Hillside Avenue,41.54458,-72.63585
East Thorme Street,41.209454,-73.20581
Rickie Drive,41.88562,-73.033646
Skyline Drive,41.606014,-72.86648
Holmes Road,41.942703,-72.37184
Bogue Lane,41.46431,-72.41764
Laurel Way Exn,41.985516,-73.182014
Sunnyside Drive,41.292248,-73.07016
Echo Drive,41.082294,-73.513
Mountain Road,41.886345,-73.089935
Dunn Hill Road,41.875946,-72.374054
Liz Road,41.54981,-72.23053
Split Rock Road,41.334644,-73.32142
Beach Road,41.50294,-72.41134
Reservoir Lane,41.164223,-73.54575
Gaston Farm Road,41.128143,-73.66528
Adams Lane,41.152584,-73.4376
Holly Place,41.27292,-72.5351
August Meadows,41.40883,-72.0213
Bemis Drive,41.886765,-73.09066
Castorin Road,41.572384,-72.55664
Rebecca Lane,41.489094,-72.43715
Crocus Lane,41.135487,-73.41329
Basking Brook Road,41.306717,-73.11559
The Cartway,41.70097,-72.69366
Warwick Road,41.48013,-73.520226
Bungee Hill Con,41.955837,-72.04676
Saint Ronan Street,41.324066,-72.918976
Sunwich Road,41.059296,-73.442856
Fairview Street,41.882374,-72.81118
Sunnyside Court,41.23002,-73.05164
Nancy Lynn Lane,41.44963,-73.13401
Nassau Place,41.04195,-73.59277
Brimfield Road,41.69578,-72.67487
Davids Hill Road,41.58268,-73.20555
Andrews Road,41.62057,-73.00879
Hayden Hill Road,41.4712,-72.51727
Vernon Street,41.302933,-72.93744
Norton Lane,41.629448,-73.42357
Chestnut Drive,41.72008,-72.95674
Old Turnpike Road,41.711727,-72.896675
Alger Place,41.340996,-72.10686
Captain Neville Drive,41.54076,-72.9779
Easton Street,41.337036,-72.93655
Longacre Lane,41.342354,-72.32478
Ridge Road,41.70843,-72.68811
West Cornwall Road,41.877666,-73.398125
Warner Avenue,41.24456,-72.97989
Marcel Road,41.39189,-71.980125
Centre Village Drive,41.282284,-72.60486
Trinity Circle,41.821507,-72.730316
Springside Avenue,41.781273,-72.63688
Olson Drive,41.343296,-73.08157
Bayberry Hill Road,41.547363,-72.12452
Highland Xing,41.632084,-72.63964
Park Avenue,41.22728,-73.24475
Crossway Street,41.529457,-72.07665
Rose Street,41.781803,-72.63748
Beechwood Circle,41.622585,-72.65071
Oakwood Drive,41.666214,-71.89919
Schoolside Lane,41.310402,-72.71306
Woodlawn Avenue,41.214184,-73.19956
Cozy Hollow Road,41.418095,-73.43998
Forgione Drive,41.59809,-72.8796
Paula Lane,41.348087,-72.169426
Shepard Hill Road,41.731594,-71.9097
Avon Mountain Road,41.80138,-72.80383
Elm Ter,41.76984,-72.52948
Franklin Avenue,41.32084,-73.05898
Park Square Court,41.182854,-73.23821
Us Highway 1,41.195328,-73.17441
Spring Trail,41.473297,-73.22473
Chadwick Court,41.335365,-73.276344
Twin Lakes Road,41.31721,-72.774925
Avalon Drive,41.812576,-72.86823
Depot Place,41.753174,-72.88499
Sage Lane,41.34378,-73.21032
Salvatore Avenue,41.659664,-72.940094
Chesbro Bridge Road,41.667015,-72.295006
Catherine Street,41.259304,-73.22366
Cossaduck Hill Road,41.490124,-71.89927
Elizabeth Street,41.267838,-72.78677
Skyline Drive,41.44275,-72.609024
Guydan Lane,41.18239,-73.258316
Nettleton Drive,41.37511,-73.03997
Club House Circle,41.820583,-72.278435
Main Street,41.51896,-72.82997
Ventnor Road,41.304855,-72.580505
Kinloch Street,41.212555,-73.05844
Ridgecrest Road,41.122078,-73.596664
Glover Avenue,41.408916,-73.30474
Center Court,41.698742,-72.72294
Pierce Road,41.89189,-71.87421
M South Court,41.670105,-72.76737
Hartfield Road,41.627033,-72.60534
Turnpike Sq,41.24142,-73.033905
Pilgrim Harbor,41.42235,-72.81833
Darling Street,41.80372,-73.10584
Church Street,41.494453,-72.85298
Winter Street,41.333233,-73.09058
Maple Avenue,41.704132,-72.93753
Wilson Road,41.56443,-71.86953
Spring Street Exn,41.98908,-72.59942
Alden Avenue,42.002544,-72.596825
Alice Street,41.701103,-72.18892
Meyers Drive,41.659817,-72.635704
Pink Cloud Court,41.139065,-73.39097
Soundview Drive,41.107265,-73.34962
Linden Parkway,41.53851,-72.08768
Pine Orchard Road,41.267612,-72.77892
Junior Avenue,41.76294,-71.9022
Founders Lane,41.404663,-73.23061
Longmeadow Drive,41.522038,-73.03588
Haven Avenue,41.700058,-72.19398
Golden Farm Road,41.156517,-73.57548
Watrous Lane,41.49447,-72.576256
Birchwood Road,41.33651,-73.29452
Starlight Lane,41.440742,-71.89641
Fellows Road,41.46734,-72.1681
Fawn Hollow Drive,41.364937,-73.10017
Stonebridge Drive,41.496548,-72.637474
Grassmere Avenue,41.735058,-72.72514
Circle Avenue,41.32757,-72.07687
Pigeon Swamp Road 2,41.669605,-72.18063
Knobhill Road,41.137615,-73.396805
Hearthstone Court,41.055603,-73.51318
Rakoczy Avenue,41.17138,-73.23852
James Vincent Drive,41.32381,-72.54296
Avalon Valley Drive,41.412556,-73.43338
Jerry Road,41.728886,-72.63118
Haystack Road,41.309124,-72.81041
South Incarnation Road,41.347202,-72.46812
Ryders Lane,41.243046,-73.10045
Pasture Lane,41.668804,-72.592674
Old Good Hill Road,41.397354,-73.17434
High Ridge Road,41.458508,-73.374825
Waterville Green Street,41.58785,-73.04925
Higganum Road,41.462456,-72.650795
Longview Street,41.874855,-72.44684
Taskers Pond Road,41.761486,-72.85898
Crescent Beach Road,41.05725,-73.43651
Middle Road,41.363354,-72.90285
Tory Lane,41.419468,-73.34563
Old Barnes Road,41.48637,-72.80635
Main Gate Street,41.713863,-72.83653
Lancer Road,41.047672,-73.580605
Marina Park Circle,41.16323,-73.19128
James Street,41.93167,-72.63413
Green Acres Park Drive,41.282986,-72.42749
Cherry Tree Road,41.50209,-72.30521
Robert Street,41.987324,-72.44845
Maple Lane,41.49013,-73.40323
Union Avenue,41.400063,-73.4535
Willow Street,41.44579,-72.82728
Kelly Road Exd,41.54266,-73.09151
Arvine Place,41.756947,-72.520035
Enders Road,41.844364,-72.66361
Saint Stephens Road,41.16177,-73.21681
Roberts Street,41.27623,-72.37844
Deer Rock Road,41.643288,-72.369514
State Highway 20,41.910587,-72.665855
Apple Hill Drive,41.611053,-72.67997
Pardee Place,41.328094,-72.96955
Barlow Road,41.15053,-73.259094
Talcottview Drive,41.822006,-72.70261
Mcarthur Road,41.35691,-72.860535
Park Drive East,41.298294,-72.75978
Green Street,41.931908,-72.37388
Juniper Lane,41.512817,-72.885956
Enfield Avenue,41.997196,-72.59309
Norman Street,41.347767,-72.13002
Twin Oaks,41.610676,-73.45343
Town Farm Road,41.74532,-72.82894
Ken Court,41.106827,-73.553375
Avalon Drive,41.241753,-73.0251
Hurlbutt Road,41.429115,-72.08812
Hilltop Avenue,41.533405,-73.04576
Grand Street,41.554996,-73.046074
West Main Street,41.545887,-72.831635
Marshall Lane,41.982445,-71.89878
Farview Drive,41.433277,-73.26488
Butts Lane,41.545822,-72.08867
Mitchell Circle,41.880997,-72.33517
Patrick Flood Road,41.723434,-72.80094
Fort Hale Park Road,41.268494,-72.89927
Katie Lane,41.652603,-72.85891
Phillips Farm Road,41.765133,-72.60287
Topfield Road,41.206573,-73.07911
Sea Pave Road,41.80065,-72.601265
Steele Road,41.85288,-72.98509
Pine Road,41.29571,-72.31319
Woody Lane,41.162167,-73.32843
Long Wharf Road,41.350586,-71.944954
Wilbur Street,41.67432,-72.75956
Hickory Court,41.362495,-72.244
Compo Hill Avenue,41.11384,-73.34757
Marstan Trail,41.880703,-73.03347
Old Saugatuck Road,41.10154,-73.39256
Elm Street,41.279415,-72.940926
Woods Edge Circle,41.440506,-72.85468
Pilgrim Drive,41.873283,-72.393814
Broadvale Road,41.538204,-72.784195
Berry Patch,41.82177,-72.54575
Jensen Place,41.54202,-72.63522
Garfield,41.694798,-72.73092
Country Road,41.72185,-72.89196
Cook Close,41.28678,-73.497215
Lilac Lane,41.276222,-72.48493
Leonard Road,42.010193,-72.58859
Dugan Road,41.775715,-73.40726
Henry Road,42.02617,-72.5396
First Street Ex D,41.41251,-73.439095
Nelson Street,41.80271,-73.13925
Naomi Drive,41.46606,-72.04441
Finch Avenue,41.53025,-72.85619
Blanchard Street,41.542297,-72.99761
Harry Drive,41.2769,-72.965126
Niblick Road,41.97899,-72.578606
Brooks Lane,41.58342,-72.62661
Passaro Drive,41.79487,-72.6314
9Th Street,41.67243,-71.91811
West Broad Street,41.19267,-73.13917
Sunridge Lane,41.607594,-72.69031
Deborah Lane,41.70519,-72.806465
Mary Webb Road,41.914173,-72.64653
Pressprich Street,41.042847,-73.55267
Kingsbury Lane,41.717262,-72.62237
Candlewood Hts,41.517548,-73.43414
Cleveland Street,41.671272,-72.79613
Thompson Street,41.18857,-73.14981
Pinney Street,41.884453,-72.483696
Springbrook Circle,41.581234,-72.32265
Alpine Drive,41.403698,-72.480156
Rodney Street,41.559345,-72.98952
Quartz Lane,41.29213,-73.22482
Positive Place,41.320988,-73.09717
Colonial Drive,41.415863,-73.48216
Church Street,41.941643,-72.72476
Goldfinch Court,41.925083,-72.5903
Viewpoint Lane,41.887688,-72.44096
Spruce Street,41.164135,-73.21557
Crystal Lake Road,41.0978,-73.54984
State Highway 361,41.893883,-73.48784
Southmayd Road,41.548096,-73.00875
Hemlock Court,41.492977,-72.67087
West Maxwell Drive,41.767853,-72.76277
Dugway Road,41.742233,-73.28851
Charles Road,41.581726,-72.638885
Glenwood Drive,41.277443,-73.066864
Mountain Laurel Drive,41.5043,-73.4904
Elizabeth Street,41.95016,-72.563354
Prospect Street,41.114468,-73.42213
Grist Mill Road,41.36688,-73.20763
Mondray Court,41.2997,-73.1896
Erin Lane,41.245018,-73.00709
Hale Drive,41.32671,-73.049255
Arden Road,41.553978,-73.06556
Windy Drive,41.56172,-72.99448
Sunnieholme Drive,41.142223,-73.246864
Rolling Glen Drive,41.617123,-73.39073
Harwich Lane,41.80477,-72.74917
Dudley Street,41.67945,-73.07481
Meadow Street,41.55163,-73.04516
Allen Place,41.288525,-72.895874
Mikelin Drive,41.825294,-73.08273
Dorothy Drive,41.811657,-73.076965
High Gate Lane,41.770172,-72.7675
Brownstone Drive,41.80172,-73.0852
Appletree Drive,41.737347,-72.57972
Falcon Drive,41.36015,-73.10697
Beckley Mill Road,41.6394,-72.716835
Laurel Grove Road,41.52757,-72.677765
Contentment Island Road,41.05724,-73.45674
Hickory Hill Road,41.675106,-73.11433
Rogers Drive,41.529636,-72.76012
Stallman Street,41.81443,-72.27203
Lamberton Road,41.868965,-72.66531
Canfield Drive,41.084377,-73.579765
Medford Street,41.692337,-72.934494
Palm Drive,41.186962,-73.24629
Us Highway 6,41.793076,-71.79681
Nauyaug Point Road,41.325012,-71.968925
Rebel Road,41.178204,-73.37516
Cove View Drive,41.398186,-72.10766
Brookwood Lane,41.31985,-73.1683
Walsh Avenue,41.81811,-72.69946
Miller Drive,41.97058,-72.4299
Turkey Roost Road,41.382626,-73.262634
Anna Avenue,41.528324,-73.059906
Norris Street,41.5493,-72.98301
Portland Cobalt Road,41.568848,-72.62555
Martin Avenue,41.44942,-72.810684
Half Mile Cmn,41.167397,-73.33397
Fairway Drive,42.007782,-71.878746
Mack Street,41.512947,-72.72504
White Oak Drive,41.422115,-73.407585
Connecticut Tpke,41.72754,-71.878494
Newtown Court,41.155228,-73.38981
Stoney Brook Lane,41.65141,-73.14739
Barnes Road,41.27616,-72.39717
Pilgrim Landing Road,41.331528,-72.34229
Lincoln Street,42.00175,-72.598305
Dudley Court,41.33654,-72.93266
Bath Street,41.525375,-72.07516
Alms House Lane,41.529823,-72.09103
Magellan Drive,41.206173,-73.08017
Glendale Road,41.204617,-73.12551
Dodge Road,42.01803,-72.017685
Pine Drive,41.895203,-72.44476
Blue Spruce Lane,41.142506,-73.630264
Peach Drive,41.395374,-73.10751
Hemlock Drive,41.329865,-72.83927
Pond View Road,41.652317,-72.81524
Commission Street,41.60579,-72.907104
Harvest Lane,41.781185,-72.75347
Surrey Lane,41.32025,-72.70549
Woodstock Hills Drive,41.91792,-71.93396
Stony Hill Road,41.743378,-72.96438
Coventry Lane,41.496494,-73.09734
Raspberry Lane,41.582184,-73.12325
Hillside Street,41.785034,-72.50855
William Penn Drive,41.701057,-72.88256
Owings Road,41.749325,-72.75828
Barrack Hill Road,41.309586,-73.52813
Westford Road,41.944412,-72.28129
Richmond Lane,41.69285,-72.18167
Russell Road,41.56792,-72.89717
Graystone,41.14482,-73.485855
Rock Lane,41.24006,-73.00169
Mica Hill Road,41.441147,-72.684555
Smallwood Trail,41.786625,-72.33366
Town House Road,41.609833,-72.023
Marlene Street,41.695084,-72.94863
Cunningham Drive,41.278618,-72.690636
Richmond Road,41.45178,-73.41865
Crescent Place,41.185204,-73.181435
South Curtis Street,41.507904,-72.80032
Us Highway 5,41.643196,-72.731705
Butts Road,41.926712,-71.95062
Oak Street,41.925957,-73.06318
Elizabeth Street,41.17606,-73.23387
Us Highway 6,41.421425,-73.26505
Jessica Lane,41.160236,-73.29831
Pond Street,41.917793,-72.54182
Firestone Drive,41.95768,-72.65304
Ryan Drive,41.492886,-72.84543
Bound Line Road,41.61141,-72.977325
Greenwich Avenue,41.026154,-73.62574
Pickett Road,41.70894,-71.91356
Morris Street,41.068424,-73.52421
Connecticut Road,41.293373,-72.25647
Bergman Hill Road,41.66632,-73.2286
Town Line Highway North,41.650803,-73.16656
Highridge Road,41.709736,-72.77803
Madison Ter,41.1959,-73.206985
Stony Farm Lane,41.43317,-73.39031
Fiske Lane,41.282722,-72.450066
South Kent Road,41.659424,-73.4762
Edgewood Avenue,41.023506,-73.63637
Winnenden Road,41.57387,-72.1174
Labella Circle,41.55518,-72.62832
Robinson Street,41.565403,-73.02822
Whippoorwill Hollow Road,41.625427,-72.15186
Cannon Road,41.778347,-72.5912
Forest Street,41.490948,-73.04061
Nelrich Ter,41.37646,-73.40209
Virginia Court,41.33846,-73.51602
Sunny Lane,41.586197,-73.497406
Wangumbaug Drive,41.769886,-72.33588
Plains Road,41.69985,-72.17514
Cynthia Drive,41.624588,-72.76887
Eton Place,41.684795,-72.76957
Rimmon Hill Road,41.358864,-73.04038
Acorn Drive,41.455692,-72.41532
Stony Ridge Road,41.522667,-72.11106
Russell Street,41.613426,-71.97361
Mckee Street,41.76923,-72.54299
Thomsen Farm Road,41.44974,-73.37529
Acorn Street,41.535896,-73.046326
Riverview,41.80275,-72.82381
Stony Hill Road,41.27595,-73.45679
Loquati Drive,41.615215,-72.66871
Goshen Court,41.708523,-72.91558
Horseshoe Lane,41.125233,-73.36343
Teach Street,41.953747,-72.54284
Fall Brook Park,41.790466,-71.86049
Brand Road,41.53324,-71.92097
Highland Lane,42.025597,-73.345985
Timber Lane,41.102848,-73.557945
Towne House Road,41.200363,-73.28458
Reverie Lane,41.767513,-73.34456
Patricia Drive,41.7561,-72.587875
Palmer Street,41.496357,-72.10564
Center Cemetery Road,41.97799,-72.01203
Bradley Street,41.31313,-72.91865
Macht Road,41.71328,-72.289246
Live Oak Road,41.158592,-73.40775
Chestnut Street Exn,41.397545,-73.43855
Indianola Road,41.29889,-72.208244
Meadow Lane,41.541218,-72.94669
Crownbrook Drive,41.562862,-73.036766
Jackson Drive,41.477055,-73.42968
West Road,41.873806,-72.905106
Barberry Lane,41.77662,-71.92302
2Nd Avenue,41.36841,-72.12099
Hardy Lane,41.25381,-73.21238
Brigham Tavern Road,41.809093,-72.31655
Applewood Lane,41.81012,-73.37595
South Satellite Road,41.823685,-72.60333
Dark Pond Trail,41.24985,-73.4658
State Highway 113,41.155964,-73.127815
Winibig Trail,41.26833,-73.100006
Coho Lane,41.99277,-72.611404
Old Gate Lane,41.23248,-73.02814
Fairway Drive,41.69926,-72.772934
Middletown Avenue,41.701714,-72.65549
Andrews Road,41.98223,-72.035995
Hobart Street,41.5388,-72.790146
Bella Vista Lane,41.747574,-72.53632
Sylvan Road South,41.13423,-73.37152
4Th Street,41.9181,-72.629906
Schuman Road,41.879135,-73.14236
Fire Tower Road,41.57945,-71.87535
Newton Street,41.146267,-73.24213
Providence Street,41.333363,-72.8694
Hammond Street,41.91362,-71.90563
Fieldstone Lane,41.874477,-72.54081
Dogwood Lane,41.134033,-73.35209
Tabshey Court,41.71947,-72.68474
Wadsworth Lane,41.474907,-72.86793
Greenfield Avenue,41.57389,-73.07277
Intown Ter,41.551888,-72.66504
Cedar Drive,41.44818,-72.692505
Greenfield Street,41.784035,-72.69104
Lucienne Way,41.423946,-71.99658
Deerfield Road,41.3272,-72.13706
Fols Avenue,41.548355,-72.77394
Blueberry Lane,41.301723,-73.22975
Old Sachems Head Road,41.25413,-72.70196
Governor John Davis Lodge Tpke,41.277016,-72.84154
Bethway Road,41.40668,-72.97923
Brook Street,41.79694,-72.62933
Kindle Lane,41.313972,-73.07365
Fox Hill Ter,41.32686,-73.04837
Brook Pasture Lane,41.996117,-72.80642
Northside Lane,41.169178,-73.34451
Ridgefield Place,41.77548,-72.88243
Stanton Road,41.062576,-73.49929
Brigham Road,41.793354,-72.3023
Johnson Street,41.398884,-73.08212
Allen Road,41.761806,-72.330475
Edgecomb Street,41.3564,-71.97571
Machine Shop Hill Road,41.67714,-72.17793
Diana Road,41.78328,-72.74453
Canary Street,41.361263,-71.86782
Dover Street,41.116528,-73.423485
Adanti Avenue,41.347645,-73.0955
Asylum Street,41.78624,-72.50844
Bishop Williams Court,41.3374,-73.07578
Reservoir Street,41.333584,-72.91824
Curtiss Road,41.512257,-73.20416
Stratford Road,41.15268,-73.12574
Crestwood Drive,41.522472,-72.80452
Trelane Drive,41.217148,-73.21936
High Meadow Road,41.296608,-72.82131
Sunset Rdg,41.993664,-72.29856
Cherry Lane,41.0262,-73.5671
Dock Road,41.309055,-72.14685
Wyllys Street,41.76687,-72.49046
Windsor Place,41.486935,-73.01927
Overlook Ter,41.647167,-72.98556
Lewis Road,41.475243,-72.91829
Oak Ridge Drive,41.334,-72.86244
Fox Fire Hill Road,41.74425,-73.320946
State Street,41.71822,-72.656296
Mill Pond Lane,41.474377,-72.67901
Barberry Road,41.14787,-73.28365
Indian Hill Road,41.435757,-72.13565
Bond Street,41.292408,-72.20472
Meadowbrook Road,41.28349,-72.46498
Tucker District Road,41.890427,-71.81103
Betty Lane,42.010494,-72.54646
Brookmeade Court,41.328766,-72.76264
Great Hill Road,41.40166,-73.347626
Fairport Road,41.140076,-73.30265
Van Campen Lane,41.348976,-73.37068
Fort Point Street,41.10406,-73.40625
Golden Court,41.60399,-72.68041
Laurel Woods Road,41.539383,-73.24473
Starbord Way,41.27168,-72.4689
Factory Lane,41.221897,-73.0561
Surrey Lane,41.38929,-73.141556
Hickory Hill Drive,41.689957,-73.10477
Park Avenue,41.359234,-72.9124
Bayview Road,41.279884,-72.39359
Amaryllis Avenue,41.576622,-73.0424
Hatchett Hill Road,41.92032,-72.75151
Fullin Road,41.130756,-73.386246
Ridge Drive,41.125675,-73.3659
Airport Road,42.041023,-73.341034
Valley Road,41.83856,-71.84695
Shelton Street,41.311638,-73.06297
State Highway 664,41.75288,-71.85203
Dixwell Avenue,41.38157,-72.90952
Reynolds Rdg,41.382267,-73.3969
